key,type,summary,date_opened,reporter,parent_key,current_epic,current_status,current_resolution,current_assignee,current_labels,proposed_epic,proposed_status,proposed_resolution,proposed_assignee,cat-*,proj-*,study-*,notes
CDM-475,Task,DQR Listings - L201 Lung Cancer Staging TNM vs Group Stage review,2024-07-08,Pavlova Nalley (inactive),,,To Do,,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,"proj-dqr,proj-cancer-review",study-l201,"DQR Listings L201 TNM/staging review, opened 2024-07-08"
CDM-476,Task,DQR Listings - L201 Lung cancer histology,2024-07-08,Pavlova Nalley (inactive),,,To Do,,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,"proj-dqr,proj-cancer-review",study-l201,"DQR Listings L201 histology, opened 2024-07-08"
CDM-477,Task,DQR Listings - L201 Check CT scan for similar/duplicate day,2024-07-08,Pavlova Nalley (inactive),,,To Do,,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,proj-dqr,study-l201,"DQR Listings L201 CT scan check, opened 2024-07-08"
CDM-478,Task,DQR Listings - L201 Calculated Values ,2024-07-09,Pavlova Nalley (inactive),CDM-80,CDM-80,To Do,,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,proj-dqr,study-l201,"DQR Listings under DELFI-L201, opened 2024-07-09"
CDM-479,Task,DQR Listings - L201 Eligibility PD Listing,2024-07-09,Pavlova Nalley (inactive),CDM-80,CDM-80,To Do,,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,proj-dqr,study-l201,"DQR Listing Eligibility PD under L201, opened 2024-07-09"
CDM-480,Task,L201: CPT: Completion Status,2024-05-08,Payam Khodabakhshi,CDM-80,CDM-80,Done,Done,Eric Dixon,,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-operations,proj-cpt,study-l201,"L201 CPT Completion Status, opened 2024-05-08"
CDM-481,Task,"TS: Update CPS checker logic BIL, ALB, INR",2024-07-12,Erica Peters (inactive),,,To Do,,Erica Peters,,Pre-2026 Legacy,Dismissed,Won't Do,Erica Peters (inactive),cat-programming,proj-pipeline,study-cross,"CPS checker logic update, opened 2024-07-12, generic TS study"
CDM-482,Task,DELFI-L301: Build Chapter 2 Checker,2024-07-12,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-l301,"L301 Chapter 2 Checker build, opened 2024-07-12, inherit L301"
CDM-483,Task,DELFI-L301: Update Chapter 1 Checker to include new Medrio source file path,2024-07-15,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-l301,"L301 Chapter 1 Checker update, opened 2024-07-15, inherit L301"
CDM-484,Task,DQR Listings - L201 Reconcile Duplicate Lung Cancers ,2024-07-16,Pavlova Nalley (inactive),CDM-80,CDM-80,To Do,,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,proj-dqr,study-l201,"DQR Listings under L201, opened 2024-07-16"
CDM-485,Task,DQR Listings - L201 12 M FUV and Disposition,2024-07-16,Pavlova Nalley (inactive),CDM-80,CDM-80,To Do,,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,proj-dqr,study-l201,"DQR Listings 12M FUV disposition under L201, opened 2024-07-16"
CDM-486,Task,DELFI-L201: Lung Rads Score Not Reported DQR,2024-07-16,Pavlova Nalley (inactive),CDM-80,CDM-80,To Do,Done,Eric Dixon,"Ad_Hoc_Report,CDM-Tools,DQR_Listings",Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,proj-dqr,study-l201,"L201 Lung Rads DQR, opened 2024-07-16, labeled DQR_Listings"
CDM-487,Subtask,Update Evaluation Column for CV Q3 2024 release,2024-07-18,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"Subtask under L101 CPT, opened 2024-07-18, inherit parent; [subtask: parent stays at CDM-262; epic inherited]"
CDM-488,Subtask,Update Clean Status column: Not expected blood sample collection should not impact clean status,2024-07-18,Eric Dixon,CDM-262,CDM-79,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"Subtask under L101 CPT, opened 2024-07-18, inherit parent; [subtask: parent stays at CDM-262; epic inherited]"
CDM-489,Subtask,Create cleaning metrics for the CV Q3 2024 release,2024-07-23,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-metrics",study-l101,"Subtask under L101 CPT cleaning metrics, opened 2024-07-23; [subtask: parent stays at CDM-262; epic inherited]"
CDM-490,Subtask,Update evaluation column to include sites that are closing out,2024-07-23,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"Subtask under L101 CPT, opened 2024-07-23, inherit parent; [subtask: parent stays at CDM-262; epic inherited]"
CDM-491,Subtask,Add Follow-up Expected date to 27JUL24,2024-07-29,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"Subtask under L101 CPT, opened 2024-07-29, inherit parent; [subtask: parent stays at CDM-262; epic inherited]"
CDM-492,Task,L201: Missing 4 month follow up visit for PPD,2024-07-31,Pavlova Nalley (inactive),CDM-80,CDM-80,To Do,,Payam Khodabakhshi,,Pre-2026 Legacy,Dismissed,Won't Do,Payam Khodabakhshi,cat-operations,proj-cro,study-l201,"L201 PPD follow-up, opened 2024-07-31"
CDM-493,Task,Medrio variables to be added to clinical_l101datar ,2024-07-31,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,CPT_Component,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,"proj-pipeline,proj-cpt",study-l101,"Medrio variables to pipeline, opened 2024-07-31, labeled CPT_Component"
CDM-494,Subtask,Add MUPRDIAG to clinical_l101datar pipeline,2024-07-31,Eric Dixon,CDM-493,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-pipeline,study-l101,"Subtask adding to pipeline, opened 2024-07-31, inherit parent; [subtask: parent stays at CDM-493; epic inherited]"
CDM-495,Subtask,Update Clean Status Column to reference new expected follow-up date,2024-07-31,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"Subtask under L101 CPT, opened 2024-07-31, inherit parent; [subtask: parent stays at CDM-262; epic inherited]"
CDM-496,Subtask,Update Cleaning Metrics - CVQ3_L101 to include % of cases with at lease 1 evaluable aliquot,2024-07-31,Eric Dixon,CDM-262,CDM-79,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-metrics",study-l101,"Subtask under L101 CPT metrics, opened 2024-07-31; [subtask: parent stays at CDM-262; epic inherited]"
CDM-497,Subtask,Bug fix: gen_ret_status_counts function,2024-08-06,Eric Dixon,CDM-186,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-metrics,study-l101,"Subtask bug fix in tracker function, opened 2024-08-06; [subtask: parent stays at CDM-186; epic inherited]"
CDM-498,Subtask,Update evaluations column to reference final sample selection listing from CDS,2024-08-06,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"Subtask under L101 CPT, opened 2024-08-06, inherit parent; [subtask: parent stays at CDM-262; epic inherited]"
CDM-499,Subtask,Add combined cleaning metrics table for CVQ3 participants,2024-08-06,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-metrics",study-l101,"Subtask under L101 CPT metrics, opened 2024-08-06; [subtask: parent stays at CDM-262; epic inherited]"
CDM-500,Task,L301: Create L301 Bulk Upload Pre-Checker,2024-08-07,Erica Peters (inactive),CDM-467,CDM-467,Dismissed,Done,Erica Peters,,Pre-2026 Legacy,Dismissed,Won't Do,Erica Peters (inactive),cat-programming,proj-edc,study-l301,"L301 Pre-Checker, opened 2024-08-07, dismissed; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)"
CDM-501,Subtask,Update priority column to reference upcoming site visit schedule,2024-08-07,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"Subtask under L101 CPT, opened 2024-08-07, inherit parent; [subtask: parent stays at CDM-262; epic inherited]"
CDM-502,Subtask,Create a new sheet to track the Chest CT Scan type for Cohort B participants in the L101 CV Q3 2024 release.,2024-08-08,Eric Dixon,CDM-442,CDM-79,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"Subtask under L101 CT scan tracking, opened 2024-08-08, dismissed; was Dismissed (Resolution likely 'Done' — backfill to Won't Do); [subtask: parent stays at CDM-442; epic inherited]"
CDM-503,Task,DELFI-L101: Chest CT Scan Type CV Q3 2024 Review,2024-08-08,Eric Dixon,CDM-79,CDM-79,Done,Done,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-reporting,proj-dqr,study-l101,"L101 CT scan type review DQR, opened 2024-08-08, labeled DQR_Listings"
CDM-504,Subtask,Refactor code for CV_Q3_2024 scan type review,2024-08-09,Eric Dixon,CDM-503,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-pipeline,study-l101,"Subtask refactoring for scan type review, opened 2024-08-09; [subtask: parent stays at CDM-503; epic inherited]"
CDM-505,Task,L301: Update Chapter 1 Checker for DARTNet,2024-08-12,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-l301,"L301 Chapter 1 Checker update, opened 2024-08-12, inherit L301"
CDM-506,Task,L301: Update Chapter 2 Checker for DARTNet,2024-08-12,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-l301,"L301 Chapter 2 Checker update, opened 2024-08-12, inherit L301"
CDM-507,Subtask,Fix aft report generation to include gcptools and awstools,2024-08-20,Eric Dixon,CDM-365,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-pipeline,study-l101,"Subtask fix for AFT report, opened 2024-08-20; [subtask: parent stays at CDM-365; epic inherited]"
CDM-508,Task,DQR Listings - L201 Disposition Cross Check,2024-08-23,Pavlova Nalley (inactive),CDM-80,CDM-80,To Do,,Eric Dixon,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,proj-dqr,study-l201,"DQR Listings disposition cross-check, opened 2024-08-23"
CDM-509,Task,DELFI-L101 CV Q3 2024 Clean Subjects List Generation,2024-09-05,Eric Dixon,CDM-79,CDM-79,Dismissed,Done,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-reporting,proj-cpt,study-l101,"L101 clean subjects list, opened 2024-09-05, dismissed; was Dismissed (Resolution likely 'Done' — backfill to Won't Do)"
CDM-510,Subtask,"Update Evaluation Column, Priority Column, and Add Cleaning Metrics table for site closure and cro onboarding",2024-09-17,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,"proj-cpt,proj-metrics",study-l101,"Subtask under L101 CPT, opened 2024-09-17, inherit parent; [subtask: parent stays at CDM-262; epic inherited]"
CDM-511,Task,L201 Metric Report Update Missing Forms,2024-09-19,Pavlova Nalley (inactive),CDM-80,CDM-80,To Do,,Pavlova Nalley,,Pre-2026 Legacy,Dismissed,Won't Do,Pavlova Nalley (inactive),cat-reporting,proj-metrics,study-l201,"L201 metric report missing forms, opened 2024-09-19"
CDM-512,Task,L201 Remove sites 1084 and 1054 from all metrics reports and dashboards,2024-09-24,Pavlova Nalley (inactive),CDM-80,CDM-80,Done,Done,Payam Khodabakhshi,,Pre-2026 Legacy,Done,Done,Payam Khodabakhshi,cat-operations,proj-metrics,study-l201,"L201 site removal from dashboards, opened 2024-09-24"
CDM-513,Task,Create L301 Clean Patient Tracker,2024-09-27,Erica Peters (inactive),,,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-operations,proj-cpt,study-l301,"L301 Clean Patient Tracker creation, opened 2024-09-27"
CDM-514,Task,Create System Query Report,2024-09-27,Erica Peters (inactive),,,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-reporting,proj-metrics,study-l301,"System Query Report, opened 2024-09-27, infer L301"
CDM-515,Task,Create DQR: Lung cancer diagnosis of 2022 or later.,2024-10-09,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-reporting,proj-dqr,study-l301,"L301 DQR lung cancer diagnosis, opened 2024-10-09, inherit L301"
CDM-516,Task,L201 DQR Protocol Deviation Listing Updates,2024-10-18,Emily Larsen (inactive),CDM-80,CDM-80,Done,Done,Eric Dixon,"CDM-Tools,DQR_Listings",Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-dqr,study-l201,"L201 Protocol Deviation DQR, opened 2024-10-18, labeled DQR_Listings"
CDM-517,Task,Create participant id creation tracker,2024-10-21,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-operations,proj-metrics,study-l301,"L301 participant ID tracker, opened 2024-10-21, inherit L301"
CDM-518,Task,Create Outcomes collector and sorter,2024-10-21,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-l301,"L301 outcomes collector, opened 2024-10-21, inherit L301"
CDM-519,Task,DQR: date of last practice visit query manager,2024-10-22,Erica Peters (inactive),CDM-467,CDM-467,To Do,,Erica Peters,,Pre-2026 Legacy,Dismissed,Won't Do,Erica Peters (inactive),cat-reporting,proj-dqr,study-l301,"L301 DQR last practice visit, opened 2024-10-22, inherit L301"
CDM-520,Task,DQR: enrollment date manager,2024-10-22,Erica Peters (inactive),CDM-467,CDM-467,To Do,,Erica Peters,,Pre-2026 Legacy,Dismissed,Won't Do,Erica Peters (inactive),cat-reporting,proj-dqr,study-l301,"L301 DQR enrollment date, opened 2024-10-22, inherit L301"
CDM-521,Task,DQR: outcomes data checker,2024-10-22,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-reporting,proj-dqr,study-l301,"L301 DQR outcomes data checker, opened 2024-10-22"
CDM-522,Task,DQR: FLL data checker,2024-10-22,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-reporting,proj-dqr,study-l301,"L301 DQR FLL data checker, opened 2024-10-22, inherit L301"
CDM-523,Task,DELIF-L201: Duplicate records found on Late Forms Listing,2024-10-25,Eric Dixon,CDM-80,CDM-80,To Do,,UNASSIGNED,DQR_Listings,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon (← reporter),cat-reporting,proj-dqr,study-l201,"L201 duplicate records late forms, opened 2024-10-25, labeled DQR_Listings"
CDM-524,Task,L301: Various small fixes.,2024-10-29,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-pipeline,study-l301,"L301 various fixes, opened 2024-10-29, inherit L301"
CDM-525,Task,DELFI-L101: GRN Report,2024-11-06,Eric Dixon,CDM-79,CDM-79,Done,Done,Eric Dixon,DQR_Listings,Pre-2026 Legacy,Done,Done,Eric Dixon,cat-reporting,proj-dqr,study-l101,"L101 GRN Report, opened 2024-11-06, labeled DQR_Listings"
CDM-526,Task,SSHC specific clean patient tracker,2024-11-13,Erica Peters (inactive),CDM-467,CDM-467,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-operations,proj-cpt,study-l301,"SSHC L301 clean patient tracker, opened 2024-11-13"
CDM-527,Subtask,Add script to cdm_monorepo that uploads ppd deviations file to s3,2024-11-18,Eric Dixon,CDM-516,CDM-80,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-cro,study-l201,"Subtask PPD deviations upload script, opened 2024-11-18; [subtask: parent stays at CDM-516; epic inherited]"
CDM-528,Subtask,Add new fields from Medrio v21 update,2024-11-20,Eric Dixon,CDM-493,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-pipeline,study-l101,"Subtask Medrio v21 update, opened 2024-11-20, inherit parent; [subtask: parent stays at CDM-493; epic inherited]"
CDM-529,Task,L201 DQR Listings - Similar Participant Data Review,2024-11-20,Pavlova Nalley (inactive),,,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-reporting,proj-dqr,study-l201,"L201 DQR similar participant data, opened 2024-11-20"
CDM-530,Task,L201 DQR Listings - Patient Profiles,2024-11-20,Pavlova Nalley (inactive),,,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-reporting,proj-dqr,study-l201,"L201 DQR patient profiles, opened 2024-11-20"
CDM-531,Task,L201 DQR Listings - Exclusion 3-8 ,2024-11-20,Pavlova Nalley (inactive),,,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-reporting,proj-dqr,study-l201,"L201 DQR exclusion criteria, opened 2024-11-20"
CDM-532,Task,DELFI-L201: EDC Incomplete Forms Table,2024-11-20,Eric Dixon,CDM-80,CDM-80,To Do,Done,Eric Dixon,CDM-Tools,Pre-2026 Legacy,Dismissed,Won't Do,Eric Dixon,cat-reporting,"proj-edc,proj-metrics",study-l201,"L201 EDC incomplete forms, opened 2024-11-20"
CDM-533,Subtask,Remove NYU FANSS participants from populating CPT,2024-11-20,Eric Dixon,CDM-262,CDM-79,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-operations,proj-cpt,study-l101,"Subtask under L101 CPT, opened 2024-11-20, inherit parent; [subtask: parent stays at CDM-262; epic inherited]"
CDM-534,Task,4ITLR: create AJCC lung cancer check,2024-12-02,Erica Peters (inactive),,,Done,Done,Erica Peters,,Pre-2026 Legacy,Done,Done,Erica Peters (inactive),cat-programming,proj-dqr,study-4itlr,"4ITLR AJCC lung cancer check, opened 2024-12-02"
CDM-535,Task,Onom: Add Imaging export checks to DQR,2024-12-05,Alissa Konicki,,,Done,Done,Payam Khodabakhshi,,Pre-2026 Legacy,Done,Done,Payam Khodabakhshi,cat-programming,proj-dqr,study-onom,"Onom imaging export checks, opened 2024-12-05"
CDM-536,Task,Onom DQR Checks: (1) Primary Outcomes tab,2024-12-09,Alissa Konicki,,,In Progress,,Payam Khodabakhshi,,Pre-2026 Legacy,Dismissed,Won't Do,Payam Khodabakhshi,cat-reporting,proj-dqr,study-onom,"Onom DQR primary outcomes, opened 2024-12-09; WAS in-progress; rule 3 cancels — confirm work doesn't continue"
CDM-537,Subtask,Write exports of full DELFI Protocol Deviations to s3,2024-12-11,Eric Dixon,CDM-516,CDM-80,Done,Done,UNASSIGNED,,Pre-2026 Legacy,Done,Done,Eric Dixon (← reporter),cat-programming,proj-cro,study-l201,"Subtask protocol deviations export, opened 2024-12-11; [subtask: parent stays at CDM-516; epic inherited]"
CDM-538,Task,L201 CPT Update - Participant Numbers,2024-12-12,Pavlova Nalley (inactive),,,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-operations,proj-cpt,study-l201,"L201 CPT participant numbers, opened 2024-12-12"
CDM-539,Task,L201 CPT Update - Inactivated Participants,2024-12-12,Pavlova Nalley (inactive),,,To Do,,UNASSIGNED,,Pre-2026 Legacy,Dismissed,Won't Do,UNASSIGNED,cat-operations,proj-cpt,study-l201,"L201 CPT inactivated participants, opened 2024-12-12"
